
=== TestCase5 case5\fail1\basic1 Fail execution 1 ===
{traceId=5b95c52013c69df6, spanId=5b95c52013c69df6, hostName=ts-travel2-service, srcName=null, src=null, host=ts-travel2-service, clock={"ts-travel2-service":1}, event=ts-travel2-service.Travel2Controller.query, type=sr, parentId=, timestamp=1516848633177000, }
{traceId=5b95c52013c69df6, spanId=05ecffea7520ba81, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":24,"ts-travel2-service":12,"ts-ticketinfo-service":12,"ts-price-service":2,"ts-train-service":2,"ts-station-service":12,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=5b95c52013c69df6, timestamp=1516848633320000, }
{traceId=5b95c52013c69df6, spanId=05ecffea7520ba81, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":24,"ts-travel2-service":12,"ts-ticketinfo-service":13,"ts-price-service":2,"ts-train-service":2,"ts-station-service":12,"ts-route-service":4,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5b95c52013c69df6, timestamp=1516848633321500, }
{traceId=5b95c52013c69df6, spanId=9eb557a040e22f5e, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":24,"ts-travel2-service":12,"ts-ticketinfo-service":14,"ts-price-service":2,"ts-train-service":2,"ts-station-service":12,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=05ecffea7520ba81, timestamp=1516848633322500, }
{traceId=5b95c52013c69df6, spanId=9eb557a040e22f5e, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":25,"ts-travel2-service":12,"ts-ticketinfo-service":14,"ts-price-service":2,"ts-train-service":2,"ts-station-service":12,"ts-route-service":4,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=05ecffea7520ba81, timestamp=1516848633324000, }
{traceId=5b95c52013c69df6, spanId=7376007ce13c1539, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":26,"ts-travel2-service":12,"ts-ticketinfo-service":14,"ts-price-service":2,"ts-train-service":2,"ts-station-service":12,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=9eb557a040e22f5e, timestamp=1516848633326000, }
{traceId=5b95c52013c69df6, spanId=7376007ce13c1539, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":26,"ts-travel2-service":12,"ts-ticketinfo-service":14,"ts-price-service":2,"ts-train-service":2,"ts-station-service":13,"ts-route-service":4,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=9eb557a040e22f5e, timestamp=1516848633327000, }
{traceId=5b95c52013c69df6, spanId=7376007ce13c1539, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":26,"ts-travel2-service":12,"ts-ticketinfo-service":14,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=9eb557a040e22f5e, timestamp=1516848633331000, }
{traceId=5b95c52013c69df6, spanId=7376007ce13c1539, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":27,"ts-travel2-service":12,"ts-ticketinfo-service":14,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=9eb557a040e22f5e, timestamp=1516848633332000, }
{traceId=5b95c52013c69df6, spanId=9eb557a040e22f5e, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":28,"ts-travel2-service":12,"ts-ticketinfo-service":14,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=05ecffea7520ba81, timestamp=1516848633333000, }
{traceId=5b95c52013c69df6, spanId=9eb557a040e22f5e, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":12,"ts-ticketinfo-service":15,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=05ecffea7520ba81, timestamp=1516848633334500, }
{traceId=5b95c52013c69df6, spanId=05ecffea7520ba81, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":12,"ts-ticketinfo-service":16,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5b95c52013c69df6, timestamp=1516848633335500, }
{traceId=5b95c52013c69df6, spanId=05ecffea7520ba81, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":28,"ts-travel2-service":13,"ts-ticketinfo-service":16,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=5b95c52013c69df6, timestamp=1516848633337000, }
{traceId=5b95c52013c69df6, spanId=39eb73376e3a7e92, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":28,"ts-travel2-service":14,"ts-ticketinfo-service":16,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=5b95c52013c69df6, timestamp=1516848633338000, }
{traceId=5b95c52013c69df6, spanId=39eb73376e3a7e92, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":14,"ts-ticketinfo-service":17,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5b95c52013c69df6, timestamp=1516848633339500, }
{traceId=5b95c52013c69df6, spanId=682c1c794f02db5c, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":28,"ts-travel2-service":14,"ts-ticketinfo-service":18,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=39eb73376e3a7e92, timestamp=1516848633341500, }
{traceId=5b95c52013c69df6, spanId=682c1c794f02db5c, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":29,"ts-travel2-service":14,"ts-ticketinfo-service":18,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=39eb73376e3a7e92, timestamp=1516848633344500, }
{traceId=5b95c52013c69df6, spanId=70f20cc103c4ea41, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":30,"ts-travel2-service":14,"ts-ticketinfo-service":18,"ts-price-service":2,"ts-train-service":2,"ts-station-service":14,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=682c1c794f02db5c, timestamp=1516848633345500, }
{traceId=5b95c52013c69df6, spanId=70f20cc103c4ea41, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":30,"ts-travel2-service":14,"ts-ticketinfo-service":18,"ts-price-service":2,"ts-train-service":2,"ts-station-service":15,"ts-route-service":4,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=682c1c794f02db5c, timestamp=1516848633347000, }
{traceId=5b95c52013c69df6, spanId=70f20cc103c4ea41, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":30,"ts-travel2-service":14,"ts-ticketinfo-service":18,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=682c1c794f02db5c, timestamp=1516848633350000, }
{traceId=5b95c52013c69df6, spanId=70f20cc103c4ea41, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":31,"ts-travel2-service":14,"ts-ticketinfo-service":18,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=682c1c794f02db5c, timestamp=1516848633351500, }
{traceId=5b95c52013c69df6, spanId=682c1c794f02db5c, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":32,"ts-travel2-service":14,"ts-ticketinfo-service":18,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=39eb73376e3a7e92, timestamp=1516848633352500, }
{traceId=5b95c52013c69df6, spanId=682c1c794f02db5c, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":14,"ts-ticketinfo-service":19,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=39eb73376e3a7e92, timestamp=1516848633355500, }
{traceId=5b95c52013c69df6, spanId=39eb73376e3a7e92, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":14,"ts-ticketinfo-service":20,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5b95c52013c69df6, timestamp=1516848633356500, }
{traceId=5b95c52013c69df6, spanId=39eb73376e3a7e92, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":32,"ts-travel2-service":15,"ts-ticketinfo-service":20,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=5b95c52013c69df6, timestamp=1516848633358000, }
{traceId=5b95c52013c69df6, spanId=464de1609b6fc0ae, hostName=ts-travel2-service, destName=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":32,"ts-travel2-service":16,"ts-ticketinfo-service":20,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-travel2-service.Travel2Controller.query, type=cs, parentId=5b95c52013c69df6, timestamp=1516848633359000, }
{traceId=5b95c52013c69df6, spanId=464de1609b6fc0ae, hostName=ts-ticketinfo-service, srcName=ts-travel2-service, src=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":16,"ts-ticketinfo-service":21,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=sr, parentId=5b95c52013c69df6, timestamp=1516848633360500, }
{traceId=5b95c52013c69df6, spanId=15ee626817a6fa28, hostName=ts-ticketinfo-service, destName=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":32,"ts-travel2-service":16,"ts-ticketinfo-service":22,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cs, parentId=464de1609b6fc0ae, timestamp=1516848633362500, }
{traceId=5b95c52013c69df6, spanId=15ee626817a6fa28, hostName=ts-basic-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":33,"ts-travel2-service":16,"ts-ticketinfo-service":22,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=sr, parentId=464de1609b6fc0ae, timestamp=1516848633364000, }
{traceId=5b95c52013c69df6, spanId=2a43d8cb35553516, hostName=ts-basic-service, destName=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":34,"ts-travel2-service":16,"ts-ticketinfo-service":22,"ts-price-service":2,"ts-train-service":2,"ts-station-service":16,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-station-service, event=ts-basic-service.BasicController.queryForStationId, type=cs, parentId=15ee626817a6fa28, timestamp=1516848633366000, }
{traceId=5b95c52013c69df6, spanId=2a43d8cb35553516, hostName=ts-station-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-travel2-service":16,"ts-ticketinfo-service":22,"ts-price-service":2,"ts-train-service":2,"ts-station-service":17,"ts-route-service":4,"ts-order-other-service":2}, event=ts-station-service.StationController.queryForId, type=sr, parentId=15ee626817a6fa28, timestamp=1516848633367000, }
{traceId=5b95c52013c69df6, spanId=2a43d8cb35553516, hostName=ts-station-service, destName=ts-basic-service, host=ts-station-service, clock={"ts-basic-service":34,"ts-travel2-service":16,"ts-ticketinfo-service":22,"ts-price-service":2,"ts-train-service":2,"ts-station-service":18,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-basic-service, event=ts-station-service.StationController.queryForId, type=ss, parentId=15ee626817a6fa28, timestamp=1516848633371000, }
{traceId=5b95c52013c69df6, spanId=2a43d8cb35553516, hostName=ts-basic-service, srcName=ts-station-service, src=ts-station-service, host=ts-basic-service, clock={"ts-basic-service":35,"ts-travel2-service":16,"ts-ticketinfo-service":22,"ts-price-service":2,"ts-train-service":2,"ts-station-service":18,"ts-route-service":4,"ts-order-other-service":2}, event=ts-basic-service.BasicController.queryForStationId, type=cr, parentId=15ee626817a6fa28, timestamp=1516848633372000, }
{traceId=5b95c52013c69df6, spanId=15ee626817a6fa28, hostName=ts-basic-service, destName=ts-ticketinfo-service, host=ts-basic-service, clock={"ts-basic-service":36,"ts-travel2-service":16,"ts-ticketinfo-service":22,"ts-price-service":2,"ts-train-service":2,"ts-station-service":18,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-ticketinfo-service, event=ts-basic-service.BasicController.queryForStationId, type=ss, parentId=464de1609b6fc0ae, timestamp=1516848633373000, }
{traceId=5b95c52013c69df6, spanId=15ee626817a6fa28, hostName=ts-ticketinfo-service, srcName=ts-basic-service, src=ts-basic-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-travel2-service":16,"ts-ticketinfo-service":23,"ts-price-service":2,"ts-train-service":2,"ts-station-service":18,"ts-route-service":4,"ts-order-other-service":2}, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=cr, parentId=464de1609b6fc0ae, timestamp=1516848633374500, }
{traceId=5b95c52013c69df6, spanId=464de1609b6fc0ae, hostName=ts-ticketinfo-service, destName=ts-travel2-service, host=ts-ticketinfo-service, clock={"ts-basic-service":36,"ts-travel2-service":16,"ts-ticketinfo-service":24,"ts-price-service":2,"ts-train-service":2,"ts-station-service":18,"ts-route-service":4,"ts-order-other-service":2}, dest=ts-travel2-service, event=ts-ticketinfo-service.TicketInfoController.queryForStationId, type=ss, parentId=5b95c52013c69df6, timestamp=1516848633375500, }
{traceId=5b95c52013c69df6, spanId=464de1609b6fc0ae, hostName=ts-travel2-service, srcName=ts-ticketinfo-service, src=ts-ticketinfo-service, host=ts-travel2-service, clock={"ts-basic-service":36,"ts-travel2-service":17,"ts-ticketinfo-service":24,"ts-price-service":2,"ts-train-service":2,"ts-station-service":18,"ts-route-service":4,"ts-order-other-service":2}, event=ts-travel2-service.Travel2Controller.query, type=cr, parentId=5b95c52013c69df6, timestamp=1516848633377000, }
